Date,NAV
2013-01-02,13.60800
2013-01-03,13.61100
2013-01-04,13.62900
2013-01-07,13.58800
2013-01-08,13.54400
2013-01-09,13.57000
2013-01-10,13.61200
2013-01-11,13.51700
2013-01-14,13.62100
2013-01-15,13.69700
2013-01-16,13.55400
2013-01-17,13.55300
2013-01-18,13.55900
2013-01-21,13.56800
2013-01-22,13.49400
2013-01-23,13.46500
2013-01-24,13.28500
2013-01-25,13.39000
2013-01-28,13.43100
2013-01-29,13.38600
2013-01-30,13.35800
2013-01-31,13.31500
2013-02-01,13.32000
2013-02-04,13.34700
2013-02-05,13.23000
2013-02-06,13.27000
2013-02-07,13.17100
2013-02-08,13.14700
2013-02-11,13.15700
2013-02-12,13.16900
2013-02-13,13.15700
2013-02-14,13.08200
2013-02-15,13.08800
2013-02-18,13.07900
2013-02-19,13.08900
2013-02-20,13.06700
2013-02-21,12.84300
2013-02-22,12.80500
2013-02-25,12.75600
2013-02-26,12.56300
2013-02-27,12.64500
2013-02-28,12.62000
2013-03-01,12.71900
2013-03-04,12.60900
2013-03-05,12.73400
2013-03-06,12.79200
2013-03-07,12.82600
2013-03-08,13.00600
2013-03-11,12.97500
2013-03-12,12.88500
2013-03-13,12.72400
2013-03-14,12.78400
2013-03-15,12.64600
2013-03-18,12.55300
2013-03-19,12.44200
2013-03-20,12.31700
2013-03-21,12.31700
2013-03-22,12.30200
2013-03-25,12.29600
2013-03-26,12.33200
2013-03-28,12.38200
2013-04-01,12.44900
2013-04-02,12.51300
2013-04-03,12.39000
2013-04-04,12.26700
2013-04-05,12.12100
2013-04-08,12.12400
2013-04-09,12.11100
2013-04-10,12.19900
2013-04-11,12.21700
2013-04-12,12.25700
2013-04-15,12.25100
2013-04-16,12.36500
2013-04-17,12.44200
2013-04-18,12.53600
2013-04-22,12.77000
2013-04-23,12.76200
2013-04-25,12.91600
2013-04-26,12.95400
2013-04-29,12.98900
2013-04-30,13.04900
2013-05-02,13.07300
2013-05-03,13.05400
2013-05-06,13.13500
2013-05-07,13.28200
2013-05-08,13.44200
2013-05-09,13.45500
2013-05-10,13.63100
2013-05-13,13.43300
2013-05-14,13.40300
2013-05-15,13.57200
2013-05-16,13.58900
2013-05-17,13.58300
2013-05-20,13.57000
2013-05-21,13.52700
2013-05-22,13.51700
2013-05-23,13.26100
2013-05-24,13.37000
2013-05-27,13.50700
2013-05-28,13.63600
2013-05-29,13.59200
2013-05-30,13.63900
2013-05-31,13.45400
2013-06-03,13.41900
2013-06-04,13.37400
2013-06-05,13.35000
2013-06-06,13.32400
2013-06-07,13.23300
2013-06-10,13.20900
2013-06-11,13.00500
2013-06-12,12.88000
2013-06-13,12.70000
2013-06-14,12.87500
2013-06-17,12.99300
2013-06-18,13.00400
2013-06-19,13.02600
2013-06-20,12.78400
2013-06-21,12.74200
2013-06-24,12.56100
2013-06-25,12.54200
2013-06-26,12.65200
2013-06-27,12.66900
2013-06-28,12.86700
2013-07-01,13.05700
2013-07-02,12.99700
2013-07-03,12.87600
2013-07-04,13.01800
2013-07-05,13.02400
2013-07-08,12.95800
2013-07-09,12.96600
2013-07-10,12.92700
2013-07-11,13.09600
2013-07-12,13.08700
2013-07-15,13.14000
2013-07-16,13.07800
2013-07-17,13.09100
2013-07-18,13.24200
2013-07-19,13.14800
2013-07-22,13.21800
2013-07-23,13.38100
2013-07-24,13.24900
2013-07-25,13.16600
2013-07-26,13.12800
2013-07-29,13.03900
2013-07-30,12.97600
2013-07-31,12.96200
2013-08-01,12.93700
2013-08-02,12.97500
2013-08-05,12.97400
2013-08-06,12.74900
2013-08-07,12.65200
2013-08-08,12.74300
2013-08-12,13.02000
2013-08-13,13.18900
2013-08-14,13.33700
2013-08-16,13.03800
2013-08-19,12.97000
2013-08-20,12.85100
2013-08-21,12.71100
2013-08-22,12.85500
2013-08-23,12.85700
2013-08-26,12.96500
2013-08-27,12.82400
2013-08-28,12.82000
2013-08-29,12.91600
2013-08-30,12.95800
2013-09-02,13.21900
2013-09-03,13.13600
2013-09-04,13.19500
2013-09-05,13.45000
2013-09-06,13.49400
2013-09-10,13.83200
2013-09-11,13.84600
2013-09-12,13.77900
2013-09-13,13.72200
2013-09-16,13.83000
2013-09-17,13.88600
2013-09-18,13.89500
2013-09-19,14.08100
2013-09-20,13.99500
2013-09-23,13.85600
2013-09-24,13.84000
2013-09-25,13.82500
2013-09-26,13.80100
2013-09-27,13.85500
2013-09-30,13.64600
2013-10-01,13.75500
2013-10-03,13.89200
2013-10-04,13.84700
2013-10-07,13.84200
2013-10-08,13.94500
2013-10-09,14.00800
2013-10-10,14.04200
2013-10-11,14.15900
2013-10-14,14.18300
2013-10-15,14.15200
2013-10-17,14.05200
2013-10-18,14.31600
2013-10-21,14.42500
2013-10-22,14.37700
2013-10-23,14.34300
2013-10-24,14.35900
2013-10-25,14.31900
2013-10-28,14.19200
2013-10-29,14.34800
2013-10-30,14.50900
2013-10-31,14.61300
2013-11-01,14.73900
2013-11-05,14.65800
2013-11-06,14.69900
2013-11-07,14.58000
2013-11-08,14.49100
2013-11-11,14.45500
2013-11-12,14.41800
2013-11-13,14.26600
2013-11-14,14.49200
2013-11-18,14.67800
2013-11-19,14.72400
2013-11-20,14.62200
2013-11-21,14.50000
2013-11-22,14.48500
2013-11-25,14.62300
2013-11-26,14.49800
2013-11-27,14.52000
2013-11-28,14.53800
2013-11-29,14.71400
2013-12-02,14.79700
2013-12-03,14.77900
2013-12-04,14.65800
2013-12-05,14.72700
2013-12-06,14.75100
2013-12-09,14.91500
2013-12-10,14.80200
2013-12-11,14.72600
2013-12-12,14.66400
2013-12-13,14.55200
2013-12-16,14.50600
2013-12-17,14.55900
2013-12-18,14.68000
2013-12-19,14.62800
2013-12-20,14.77800
2013-12-23,14.83500
2013-12-24,14.81800
2013-12-26,14.87200
2013-12-27,14.85900
2013-12-30,14.88600
2013-12-31,14.90400
2014-01-01,14.96200
2014-01-02,14.86800
2014-01-03,14.80900
2014-01-06,14.84400
2014-01-07,14.93100
2014-01-08,15.00600
2014-01-09,14.89600
2014-01-10,14.87000
2014-01-13,14.93000
2014-01-14,14.88000
2014-01-15,14.94700
2014-01-16,14.89200
2014-01-17,14.82700
2014-01-20,14.83700
2014-01-21,14.91700
2014-01-22,14.93000
2014-01-23,14.88700
2014-01-24,14.69000
2014-01-27,14.40100
2014-01-28,14.35200
2014-01-29,14.36000
2014-01-30,14.24500
2014-01-31,14.33500
2014-02-03,14.23200
2014-02-04,14.14300
2014-02-05,14.18100
2014-02-06,14.26600
2014-02-07,14.36300
2014-02-10,14.35500
2014-02-11,14.44400
2014-02-12,14.51300
2014-02-13,14.37000
2014-02-14,14.42100
2014-02-17,14.45000
2014-02-18,14.64100
2014-02-19,14.66600
2014-02-20,14.51600
2014-02-21,14.65600
2014-02-24,14.63000
2014-02-25,14.66100
2014-02-26,14.75400
2014-02-28,14.82300
2014-03-03,14.76200
2014-03-04,14.88200
2014-03-05,14.93900
2014-03-06,14.99300
2014-03-07,15.13300
2014-03-10,15.02600
2014-03-11,15.06300
2014-03-12,15.07000
2014-03-13,15.05300
2014-03-14,14.92300
2014-03-18,15.05200
2014-03-19,15.08700
2014-03-20,14.97800
2014-03-21,15.01500
2014-03-24,15.17800
2014-03-25,15.22900
2014-03-26,15.30300
2014-03-27,15.32800
2014-03-28,15.51400
2014-03-31,15.60400
2014-04-01,15.62000
2014-04-02,15.74300
2014-04-03,15.66300
2014-04-04,15.57400
2014-04-07,15.53400
2014-04-09,15.83900
2014-04-10,15.92300
2014-04-11,15.81500
2014-04-15,15.72500
2014-04-16,15.67000
2014-04-17,15.82300
2014-04-21,15.94000
2014-04-22,15.96200
2014-04-23,16.01500
2014-04-25,15.88800
2014-04-28,15.82400
2014-04-29,15.74900
2014-04-30,15.63700
2014-05-02,15.66800
2014-05-05,15.61700
2014-05-06,15.68900
2014-05-07,15.60700
2014-05-08,15.57900
2014-05-09,15.86300
2014-05-12,16.09900
2014-05-13,16.21600
2014-05-14,16.23000
2014-05-15,16.17400
2014-05-16,16.32600
2014-05-19,16.56500
2014-05-20,16.74400
2014-05-21,16.83400
2014-05-22,16.98500
2014-05-23,17.12600
2014-05-26,17.05300
2014-05-27,17.00200
2014-05-28,16.99200
2014-05-29,16.91100
2014-05-30,16.91200
2014-06-02,17.17800
2014-06-03,17.24900
2014-06-04,17.34700
2014-06-05,17.40700
2014-06-06,17.54300
2014-06-09,17.78900
2014-06-10,17.81400
2014-06-11,17.80800
2014-06-12,17.85500
2014-06-13,17.65300
2014-06-16,17.63200
2014-06-17,17.79000
2014-06-18,17.80900
2014-06-19,17.73000
2014-06-20,17.70400
2014-06-23,17.61100
2014-06-24,17.81900
2014-06-25,17.80100
2014-06-26,17.68200
2014-06-27,17.68100
2014-06-30,17.90200
2014-07-01,17.96500
2014-07-02,18.23900
2014-07-03,18.25400
2014-07-04,18.41800
2014-07-07,18.40900
2014-07-08,18.02100
2014-07-09,17.80600
2014-07-10,17.87300
2014-07-11,17.65100
2014-07-14,17.59800
2014-07-15,17.86100
2014-07-16,18.08500
2014-07-17,18.19500
2014-07-18,18.15400
2014-07-21,18.20000
2014-07-22,18.27000
2014-07-23,18.26200
2014-07-24,18.24300
2014-07-25,18.09400
2014-07-28,17.99000
2014-07-30,18.18100
2014-07-31,18.24500
2014-08-01,18.22200
2014-08-04,18.37400
2014-08-05,18.50700
2014-08-06,18.46800
2014-08-07,18.29700
2014-08-08,18.14700
2014-08-11,18.33600
2014-08-12,18.55500
2014-08-13,18.59400
2014-08-14,18.68800
2014-08-18,18.98800
2014-08-19,19.23600
2014-08-20,19.24700
2014-08-21,19.34400
2014-08-22,19.26700
2014-08-25,19.19600
2014-08-26,19.14400
2014-08-27,19.25300
2014-08-28,19.26100
2014-09-01,19.40300
2014-09-02,19.49400
2014-09-03,19.70500
2014-09-04,19.72200
2014-09-05,19.70300
2014-09-08,19.92800
2014-09-09,19.97900
2014-09-10,19.89400
2014-09-11,19.97900
2014-09-12,20.09700
2014-09-15,20.11100
2014-09-16,19.62600
2014-09-17,19.68100
2014-09-18,19.93500
2014-09-19,20.03300
2014-09-22,20.04200
2014-09-23,19.73200
2014-09-24,19.70800
2014-09-25,19.50800
2014-09-26,19.55800
2014-09-29,19.58600
2014-09-30,19.60300
2014-10-01,19.53900
2014-10-07,19.58400
2014-10-08,19.57100
2014-10-09,19.90100
2014-10-10,19.57200
2014-10-13,19.58600
2014-10-14,19.52600
