Date,NAV
2020-10-12,10.00000
2020-10-13,9.99000
2020-10-14,10.01000
2020-10-15,9.94000
2020-10-16,9.99000
2020-10-19,10.02000
2020-10-20,10.03000
2020-10-21,10.06000
2020-10-22,10.06000
2020-10-23,10.07000
2020-10-26,10.00000
2020-10-27,10.09000
2020-10-28,10.03000
2020-10-29,10.01000
2020-10-30,10.00000
2020-11-02,10.02000
2020-11-03,10.07000
2020-11-04,10.12000
2020-11-05,10.26000
2020-11-06,10.34000
2020-11-09,10.47000
2020-11-10,10.49000
2020-11-11,10.60000
2020-11-12,10.58000
2020-11-13,10.58000
2020-11-17,10.66000
2020-11-18,10.67000
2020-11-19,10.60000
2020-11-20,10.68000
2020-11-23,10.75000
2020-11-24,10.79000
2020-11-25,10.64000
2020-11-26,10.73000
2020-11-27,10.72000
2020-12-01,10.81000
2020-12-02,10.81000
2020-12-03,10.80000
2020-12-04,10.87000
2020-12-07,10.92000
2020-12-08,10.94000
2020-12-09,11.03000
2020-12-10,11.01000
2020-12-11,11.00000
2020-12-14,11.01000
2020-12-15,11.01000
2020-12-16,11.11000
2020-12-17,11.15000
2020-12-18,11.15000
2020-12-21,10.89000
2020-12-22,10.98000
2020-12-23,11.09000
2020-12-24,11.18000
2020-12-28,11.24000
2020-12-29,11.27000
2020-12-30,11.31000
2020-12-31,11.29000
2021-01-01,11.33000
2021-01-04,11.42000
2021-01-05,11.48000
2021-01-06,11.45000
2021-01-07,11.44000
2021-01-08,11.60000
2021-01-11,11.72000
2021-01-12,11.75000
2021-01-13,11.78000
2021-01-14,11.80000
2021-01-15,11.68000
2021-01-18,11.56000
2021-01-19,11.71000
2021-01-20,11.77000
2021-01-21,11.70000
2021-01-22,11.59000
2021-01-25,11.52000
2021-01-27,11.33000
2021-01-28,11.21000
2021-01-29,11.07000
2021-02-01,11.37000
2021-02-02,11.58000
2021-02-03,11.67000
2021-02-04,11.75000
2021-02-05,11.77000
2021-02-08,11.93000
2021-02-09,11.95000
2021-02-10,11.99000
2021-02-11,11.97000
2021-02-12,11.96000
2021-02-15,12.00000
2021-02-16,12.03000
2021-02-17,11.93000
2021-02-18,11.87000
2021-02-19,11.81000
2021-02-22,11.62000
2021-02-23,11.63000
2021-02-24,11.73000
2021-02-25,11.70000
2021-02-26,11.41000
2021-03-01,11.57000
2021-03-02,11.73000
2021-03-03,11.90000
2021-03-04,11.87000
2021-03-05,11.77000
2021-03-08,11.75000
2021-03-09,11.83000
2021-03-10,11.88000
2021-03-12,11.82000
2021-03-15,11.73000
2021-03-16,11.75000
2021-03-17,11.66000
2021-03-18,11.49000
2021-03-19,11.58000
2021-03-22,11.62000
2021-03-23,11.67000
2021-03-24,11.54000
2021-03-25,11.39000
2021-03-26,11.49000
2021-03-30,11.73000
2021-03-31,11.69000
2021-04-01,11.75000
2021-04-05,11.67000
2021-04-06,11.72000
2021-04-07,11.83000
2021-04-08,11.87000
2021-04-09,11.90000
2021-04-12,11.59000
2021-04-13,11.67000
2021-04-15,11.68000
2021-04-16,11.75000
2021-04-19,11.62000
2021-04-20,11.56000
2021-04-22,11.58000
2021-04-23,11.59000
2021-04-26,11.65000
2021-04-27,11.74000
2021-04-28,11.82000
2021-04-29,11.82000
2021-04-30,11.72000
2021-05-03,11.84000
2021-05-04,11.77000
2021-05-05,11.83000
2021-05-06,11.94000
2021-05-07,12.00000
2021-05-10,12.03000
2021-05-11,11.99000
2021-05-12,11.90000
2021-05-14,11.85000
2021-05-17,11.98000
2021-05-18,12.09000
2021-05-19,12.07000
2021-05-20,12.04000
2021-05-21,12.16000
2021-05-24,12.17000
2021-05-25,12.23000
2021-05-26,12.29000
